zaxis,yaxis,H,B,C,O,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Ti,V,Mn,Fe,Ni,Cu,Zn,As,Se,Ag,Sb,Ba,Pb,Bi,U,REE
Ti,B,6,13,0,12,2,4,5,4,10,1,0,3,1,3,13,1,1,5,0,0,0,0,0,0,0,6,0,0,0,2
Ti,C,2,0,6,5,1,4,0,0,4,0,0,0,0,0,6,1,0,2,0,0,0,0,0,0,0,1,0,0,0,3
Ti,O,208,12,5,405,80,172,59,52,244,17,5,13,83,126,405,18,74,164,0,3,19,15,0,0,5,75,10,0,18,69
Ti,F,50,2,1,80,80,62,6,3,70,10,1,3,16,30,80,3,25,29,0,1,3,2,0,0,0,29,0,0,2,16
Ti,Na,107,4,4,172,62,172,21,13,153,10,3,7,47,56,172,1,42,56,0,2,7,5,0,0,1,42,2,0,2,23
Ti,Mg,24,5,0,59,6,21,59,27,33,2,0,3,13,17,59,1,6,43,0,0,3,1,0,0,0,13,0,0,0,6
Ti,Al,28,4,0,52,3,13,27,52,30,3,0,1,10,19,52,1,4,33,0,0,5,3,0,0,1,5,0,0,0,6
Ti,Si,149,10,4,244,70,153,33,30,250,13,2,12,71,88,250,2,52,87,0,1,8,2,0,0,0,63,0,0,0,38
Ti,P,12,1,0,17,10,10,2,3,13,20,1,0,2,4,20,0,5,3,0,0,0,0,0,0,0,6,0,0,0,2
Ti,S,3,0,0,5,1,3,0,0,2,1,7,0,1,1,7,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
Ti,Cl,8,3,0,13,3,7,3,1,12,0,0,13,3,7,13,1,6,7,0,1,0,1,0,0,0,7,0,0,0,1
Ti,K,58,1,0,83,16,47,13,10,71,2,1,3,83,23,83,0,19,27,0,0,4,4,0,0,0,22,1,0,0,5
Ti,Ca,59,3,0,126,30,56,17,19,88,4,1,7,23,126,126,0,29,48,0,0,0,2,0,0,2,12,0,0,5,27
Ti,Ti,208,13,6,405,80,172,59,52,250,20,7,13,83,126,419,19,74,169,0,3,19,15,0,0,5,75,10,0,18,69
Ti,V,10,1,1,18,3,1,1,1,2,0,0,1,0,0,19,19,3,8,0,0,1,3,0,0,1,4,2,0,4,4
Ti,Mn,52,1,0,74,25,42,6,4,52,5,0,6,19,29,74,3,74,36,0,0,5,1,0,0,1,15,5,0,3,9
Ti,Fe,82,5,2,164,29,56,43,33,87,3,2,7,27,48,169,8,36,169,0,0,11,7,0,0,2,32,8,0,10,33
Ti,Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ti,Cu,2,0,0,3,1,2,0,0,1,0,0,1,0,0,3,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0
Ti,Zn,17,0,0,19,3,7,3,5,8,0,0,0,4,0,19,1,5,11,0,0,19,0,0,0,0,2,3,0,2,4
Ti,As,6,0,0,15,2,5,1,3,2,0,0,1,4,2,15,3,1,7,0,2,0,15,0,0,2,1,1,0,0,1
Ti,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ti,Ag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ti,Sb,4,0,0,5,0,1,0,1,0,0,0,0,0,2,5,1,1,2,0,1,0,2,0,0,5,0,0,0,0,0
Ti,Ba,47,6,1,75,29,42,13,5,63,6,2,7,22,12,75,4,15,32,0,0,2,1,0,0,0,75,0,0,0,10
Ti,Pb,3,0,0,10,0,2,0,0,0,0,0,0,1,0,10,2,5,8,0,0,3,1,0,0,0,0,10,0,5,6
Ti,Bi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ti,U,10,0,0,18,2,2,0,0,0,0,0,0,0,5,18,4,3,10,0,0,2,0,0,0,0,0,5,0,18,11
Ti,REE,38,2,3,69,16,23,6,6,38,2,0,1,5,27,69,4,9,33,0,0,4,1,0,0,0,10,6,0,11,69
V,H,192,4,6,191,6,29,29,38,31,18,12,4,16,60,10,192,27,29,3,13,7,13,0,0,1,13,15,5,21,8
V,B,4,6,0,6,2,3,5,1,4,2,0,1,0,0,1,6,0,0,0,0,0,2,0,0,0,1,0,0,0,0
V,C,6,0,7,6,1,1,1,1,2,2,0,0,1,4,1,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0
V,O,191,6,6,274,12,37,37,42,47,20,14,15,23,72,18,274,33,41,3,32,8,22,0,1,2,22,26,8,21,12
V,F,6,2,1,12,12,0,3,3,2,4,0,0,0,4,3,12,0,3,0,2,0,3,0,0,0,3,1,0,2,2
V,Na,29,3,1,37,0,37,14,7,10,2,1,1,6,14,1,37,6,4,0,1,0,3,0,0,0,1,0,0,1,0
V,Mg,29,5,1,37,3,14,37,10,11,4,1,0,5,12,1,37,5,6,0,1,0,4,0,0,0,1,0,0,0,0
V,Al,38,1,1,42,3,7,10,42,16,6,2,0,2,12,1,42,6,7,2,4,3,1,0,0,1,2,1,0,2,3
V,Si,31,4,2,47,2,10,11,16,47,0,0,3,3,17,2,47,13,5,1,1,1,3,0,0,0,9,2,0,0,4
V,P,18,2,2,20,4,2,4,6,0,21,0,1,3,2,0,21,1,2,1,2,0,3,0,0,0,3,2,0,1,0
V,S,12,0,0,14,0,1,1,2,0,0,23,0,4,1,0,23,0,1,0,5,0,4,0,0,3,0,1,0,2,0
V,Cl,4,1,0,15,0,1,0,0,3,1,0,15,4,0,1,15,1,0,0,7,0,5,0,0,0,1,7,0,0,0
V,K,16,0,1,23,0,6,5,2,3,3,4,4,24,4,0,24,3,3,0,3,0,2,0,0,0,1,1,0,4,0
V,Ca,60,0,4,72,4,14,12,12,17,2,1,0,4,72,0,72,6,8,0,1,0,7,0,0,0,3,1,0,3,1
V,Ti,10,1,1,18,3,1,1,1,2,0,0,1,0,0,19,19,3,8,0,0,1,3,0,0,1,4,2,0,4,4
V,V,192,6,7,274,12,37,37,42,47,21,23,15,24,72,19,288,33,42,4,37,8,26,0,1,5,22,27,8,21,12
V,Mn,27,0,1,33,0,6,5,6,13,1,0,1,3,6,3,33,33,6,0,0,1,3,0,0,0,2,5,0,3,3
V,Fe,29,0,1,41,3,4,6,7,5,2,1,0,3,8,8,42,6,42,0,5,1,2,0,0,1,2,7,0,4,5
V,Ni,3,0,0,3,0,0,0,2,1,1,0,0,0,0,0,4,0,0,4,1,3,0,0,0,0,0,0,0,0,0
V,Cu,13,0,0,32,2,1,1,4,1,2,5,7,3,1,0,37,0,5,1,37,1,7,0,0,2,1,3,2,1,0
V,Zn,7,0,0,8,0,0,0,3,1,0,0,0,0,0,1,8,1,1,3,1,8,0,0,0,0,0,3,0,1,1
V,As,13,2,0,22,3,3,4,1,3,3,4,5,2,7,3,26,3,2,0,7,0,26,0,1,3,1,4,0,0,0
V,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V,Ag,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
V,Sb,1,0,0,2,0,0,0,1,0,0,3,0,0,0,1,5,0,1,0,2,0,3,0,0,5,0,1,0,0,0
V,Ba,13,1,1,22,3,1,1,2,9,3,0,1,1,3,4,22,2,2,0,1,0,1,0,0,0,22,0,0,1,0
V,Pb,15,0,0,26,1,0,0,1,2,2,1,7,1,1,2,27,5,7,0,3,3,4,0,0,1,0,27,1,2,1
V,Bi,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,1,8,0,0
V,U,21,0,0,21,2,1,0,2,0,1,2,0,4,3,4,21,3,4,0,1,1,0,0,0,0,1,2,0,21,4
V,REE,8,0,0,12,2,0,0,3,4,0,0,0,0,1,4,12,3,5,0,0,1,0,0,0,0,0,1,0,4,12
Mn,H,488,17,19,488,41,125,92,104,237,114,28,32,52,165,52,27,488,154,3,7,42,70,0,0,3,35,20,0,6,28
Mn,B,17,33,1,33,4,7,11,8,16,3,0,4,1,10,1,0,33,8,0,0,0,0,0,0,3,1,1,0,0,4
Mn,C,19,1,28,28,3,11,6,2,6,3,7,3,0,10,0,1,28,2,0,0,2,2,0,0,0,0,2,0,0,5
Mn,O,488,33,28,681,54,180,128,125,310,148,34,39,64,220,74,33,681,219,3,11,54,80,0,0,18,40,37,0,7,46
Mn,F,41,4,3,54,54,38,7,12,41,12,3,3,15,24,25,0,54,19,0,0,0,0,0,0,0,11,0,0,0,8
Mn,Na,125,7,11,180,38,181,35,31,119,39,6,16,38,84,42,6,181,69,0,0,5,13,0,0,0,15,2,0,1,16
Mn,Mg,92,11,6,128,7,35,129,44,54,38,8,4,11,40,6,5,129,65,0,0,23,17,0,0,5,8,4,0,0,5
Mn,Al,104,8,2,125,12,31,44,125,70,43,6,0,20,44,4,6,125,52,0,0,9,5,0,0,2,6,2,0,0,14
Mn,Si,237,16,6,310,41,119,54,70,312,9,3,24,51,122,52,13,312,91,0,3,18,17,0,0,6,26,9,0,0,36
Mn,P,114,3,3,148,12,39,38,43,9,148,0,2,7,54,5,1,148,82,0,0,12,1,0,0,0,8,1,0,2,4
Mn,S,28,0,7,34,3,6,8,6,3,0,59,3,2,5,0,0,59,9,1,3,7,7,0,8,12,1,11,1,2,1
Mn,Cl,32,4,3,39,3,16,4,0,24,2,3,42,4,18,6,1,42,13,0,2,1,4,0,0,0,6,4,0,0,3
Mn,K,52,1,0,64,15,38,11,20,51,7,2,4,66,16,19,3,66,20,0,0,4,0,0,0,0,10,0,0,1,1
Mn,Ca,165,10,10,220,24,84,40,44,122,54,5,18,16,220,29,6,220,88,0,1,11,20,0,0,2,12,6,0,0,19
Mn,Ti,52,1,0,74,25,42,6,4,52,5,0,6,19,29,74,3,74,36,0,0,5,1,0,0,1,15,5,0,3,9
Mn,V,27,0,1,33,0,6,5,6,13,1,0,1,3,6,3,33,33,6,0,0,1,3,0,0,0,2,5,0,3,3
Mn,Mn,488,33,28,681,54,181,129,125,312,148,59,42,66,220,74,33,711,222,3,13,55,87,0,8,30,40,45,1,7,46
Mn,Fe,154,8,2,219,19,69,65,52,91,82,9,13,20,88,36,6,222,222,0,2,28,15,0,1,9,13,15,0,3,21
Mn,Ni,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
Mn,Cu,7,0,0,11,0,0,0,0,3,0,3,2,0,1,0,0,13,2,0,13,0,5,0,0,1,0,0,0,0,1
Mn,Zn,42,0,2,54,0,5,23,9,18,12,7,1,4,11,5,1,55,28,0,0,55,10,0,0,1,0,5,0,1,4
Mn,As,70,0,2,80,0,13,17,5,17,1,7,4,0,20,1,3,87,15,0,5,10,87,0,3,7,1,8,0,0,4
Mn,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mn,Ag,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,1,0,0,0,3,0,8,6,0,5,0,0,0
Mn,Sb,3,3,0,18,0,0,5,2,6,0,12,0,0,2,1,0,30,9,0,1,1,7,0,6,30,0,8,0,0,0
Mn,Ba,35,1,0,40,11,15,8,6,26,8,1,6,10,12,15,2,40,13,0,0,0,1,0,0,0,40,1,0,0,1
Mn,Pb,20,1,2,37,0,2,4,2,9,1,11,4,0,6,5,5,45,15,0,0,5,8,0,5,8,1,45,0,2,4
Mn,Bi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Mn,U,6,0,0,7,0,1,0,0,0,2,2,0,1,0,3,3,7,3,0,0,1,0,0,0,0,0,2,0,7,3
Mn,REE,28,4,5,46,8,16,5,14,36,4,1,3,1,19,9,3,46,21,0,1,4,4,0,0,0,1,4,0,3,46
Fe,H,795,20,23,795,49,173,160,215,280,196,134,48,100,228,82,29,154,795,10,33,62,100,1,1,8,47,46,11,20,49
Fe,B,20,52,0,52,8,12,26,26,31,2,2,6,0,18,5,0,8,52,1,1,0,2,0,0,2,2,0,0,0,8
Fe,C,23,0,36,30,1,7,11,3,10,2,4,1,1,6,2,1,2,36,3,0,2,0,0,0,0,3,2,0,0,3
Fe,O,795,52,30,1166,81,262,267,287,418,251,149,63,131,342,164,41,219,1166,15,55,72,128,1,1,25,66,68,12,28,86
Fe,F,49,8,1,81,81,51,27,25,61,14,1,1,18,32,29,3,19,81,0,0,1,4,0,0,0,16,1,0,2,12
Fe,Na,173,12,7,262,51,264,68,74,155,54,19,26,54,114,56,4,69,264,0,13,3,29,0,0,0,23,4,0,2,15
Fe,Mg,160,26,11,267,27,68,269,114,125,50,21,10,32,97,43,6,65,269,3,6,19,18,0,0,5,21,6,1,2,8
Fe,Al,215,26,3,287,25,74,114,293,162,60,26,6,46,130,33,7,52,293,4,10,20,14,0,0,4,15,9,0,2,26
Fe,Si,280,31,10,418,61,155,125,162,428,7,4,32,74,190,87,5,91,428,2,5,9,10,0,0,4,43,11,1,0,62
Fe,P,196,2,2,251,14,54,50,60,7,262,10,2,16,83,3,2,82,262,9,7,19,2,0,0,0,11,10,4,6,4
Fe,S,134,2,4,149,1,19,21,26,4,10,275,10,32,10,2,1,9,275,22,79,27,23,2,22,20,4,27,8,7,0
Fe,Cl,48,6,1,63,1,26,10,6,32,2,10,70,16,28,7,0,13,70,5,8,1,5,0,0,0,7,8,2,0,2
Fe,K,100,0,1,131,18,54,32,46,74,16,32,16,141,32,27,3,20,141,2,10,3,6,0,0,0,15,3,1,1,1
Fe,Ca,228,18,6,342,32,114,97,130,190,83,10,28,32,342,48,8,88,342,2,11,10,30,0,0,5,18,8,2,4,41
Fe,Ti,82,5,2,164,29,56,43,33,87,3,2,7,27,48,169,8,36,169,0,0,11,7,0,0,2,32,8,0,10,33
Fe,V,29,0,1,41,3,4,6,7,5,2,1,0,3,8,8,42,6,42,0,5,1,2,0,0,1,2,7,0,4,5
Fe,Mn,154,8,2,219,19,69,65,52,91,82,9,13,20,88,36,6,222,222,0,2,28,15,0,1,9,13,15,0,3,21
Fe,Fe,795,52,36,1166,81,264,269,293,428,262,275,70,141,342,169,42,222,1364,57,128,88,153,9,22,45,68,87,19,28,86
Fe,Ni,10,1,3,15,0,0,3,4,2,9,22,5,2,2,0,0,0,57,57,10,0,6,0,1,2,2,3,0,0,0
Fe,Cu,33,1,0,55,0,13,6,10,5,7,79,8,10,11,0,5,2,128,10,128,14,32,5,7,8,2,14,9,0,1
Fe,Zn,62,0,2,72,1,3,19,20,9,19,27,1,3,10,11,1,28,88,0,14,88,16,0,3,2,0,8,0,2,3
Fe,As,100,2,0,128,4,29,18,14,10,2,23,5,6,30,7,2,15,153,6,32,16,153,1,5,9,3,16,5,2,5
Fe,Se,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,5,0,1,9,1,1,0,0,0,0,0
Fe,Ag,1,0,0,1,0,0,0,0,0,0,22,0,0,0,0,0,1,22,1,7,3,5,1,22,8,0,4,2,0,0
Fe,Sb,8,2,0,25,0,0,5,4,4,0,20,0,0,5,2,1,9,45,2,8,2,9,1,8,45,0,9,3,0,0
Fe,Ba,47,2,3,66,16,23,21,15,43,11,4,7,15,18,32,2,13,68,2,2,0,3,0,0,0,68,3,0,1,4
Fe,Pb,46,0,2,68,1,4,6,9,11,10,27,8,3,8,8,7,15,87,3,14,8,16,0,4,9,3,87,6,7,6
Fe,Bi,11,0,0,12,0,0,1,0,1,4,8,2,1,2,0,0,0,19,0,9,0,5,0,2,3,0,6,19,0,0
Fe,U,20,0,0,28,2,2,2,2,0,6,7,0,1,4,10,4,3,28,0,0,2,2,0,0,0,1,7,0,28,9
Fe,REE,49,8,3,86,12,15,8,26,62,4,0,2,1,41,33,5,21,86,0,1,3,5,0,0,0,4,6,0,9,86
Ni,H,71,0,14,70,0,2,10,11,8,2,21,6,1,4,0,3,3,10,71,8,3,11,1,0,2,0,1,1,4,0
Ni,B,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Ni,C,14,0,17,14,0,1,1,1,0,0,1,0,0,0,0,0,0,3,17,1,0,0,0,0,0,0,0,0,0,0
Ni,O,70,1,14,90,0,2,10,12,9,9,21,6,1,8,0,3,3,15,90,8,3,17,1,0,3,0,1,2,4,0
Ni,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ni,Na,2,0,1,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Ni,Mg,10,0,1,10,0,1,10,3,3,0,4,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0
Ni,Al,11,0,1,12,0,0,3,15,3,0,6,0,0,0,0,2,0,4,15,3,2,0,0,0,0,0,0,0,0,0
Ni,Si,8,0,0,9,0,0,3,3,12,1,0,0,0,0,0,1,0,2,12,1,1,0,0,0,0,0,0,0,0,0
